RNUM,PUBLISHER,COLLECTIONDB,CREATOR,TITLE,ALTERNATIVETITLE,ISSUEDDATE,MODIFIEDDATE,SUBJECT,SUBJECTKEYWORD,FORMAT,DESCRIPTION,LANGUAGE,REFERENCEIDENTIFIER,LOCALID,UCI,URL,CONTEXTNAME,REGDATE,INSERTDATE,SUBDESCRIPTION,VIEWCNT,HASPART,PERSON,RIGHTS,TEMPORALCOVERAGE,VENUE,CREATEDDATE,SUBJECTCATEGORY,SPATIAL,REFERENCE,CHARGE,AFFILIATION,STATE,CONTRIBUTOR,EXTENT,GRADE,PERIOD,TIME,TABLEOFCONTENTS,SPATIALCOVERAGE
"382","1371000","추천여행지","대한민국 정책브리핑","바다, 흙, 바람… 자연 체험 여행의 보물 창고, 영덕 ","","20140729170929","","","","","경북 영덕은 아기자기한 체험 여행의 보물 창고다. 바다, 흙, 바람 등 자연을 느끼고 경험하는 공간이 곳곳에 있다. 갯비린내 나는 포구 마을에서, 한옥이 어우러진 농촌체험마을에서 즐거운 여름방학 추억을 담아 갈 수 있다. 영덕 블루로드와 이어지는 축산면 차유어촌체험마을은 대게 원조비가 있는 곳으로, 푸른 바다를 배경으로 고동 따개비 체험과 통발 체험, 풍등 체험 등이 가능하다. 수백 년 된 기와집이 옹기종기 들어선 나라골보리말에서는 한옥과 농촌 체험을 한꺼번에 즐길 수 있다. 마을에는 옛 종가 10여 채가 남아 있고, 옥수수·복숭아 따기, 당나귀 타기 등의 체험이 진행된다. 영덕풍력발전단지에서 바람의 원리를 경험하고, 영덕 블루로드 달맞이 여행에 참가하는 것도 한여름 색다른 체험이다. ","","","61","313","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=313","","2026-06-02","2022-12-08","","1610","","","","","","2026-06-01 00:30:00","Y","15","영덕군청 문화관광과 054)730-6533","","","16","","","","","","","경북 영덕군 축산면 차유길(차유어촌체험마을) 외"
"383","1371000","추천여행지","대한민국 정책브리핑","뗏목 타고 피라미 잡으며 더위를 이기는 사천 농촌 체험 마을 ","","20140729171045","","","","","이열치열이라던가. 더위를 이기는 길은 뜨거운 태양도 잊을 만큼 신나게 노는 것이다. 냇가에서 뗏목을 타고, 다슬기를 줍고, 피라미를 잡다 보면 어느덧 해가 넘어간다. 경남 사천의 비봉내마을은 대숲 산책과 대나무 공예, 뗏목 타기, 미꾸라지 잡기 등이 재미있고, 바리안마을은 맑은 개울에서 피라미를 잡고 삼베체험관에서 삼베 만드는 과정을 볼 수 있다. 초량다슬기마을은 다슬기 잡기와 뗏목 타기, 농사 체험이 흥미롭다. 냇가에서 하는 체험이 많아 물놀이도 즐길 수 있다. 법당 뒤편에 넓게 펼쳐진 차 밭이 인상적인 다솔사, 야경이 근사한 삼천포대교, 마을 안에 꼭꼭 숨은 대방진 굴항, 《별주부전》의 무대인 비토섬, 아이들의 꿈을 키워주는 사천첨단항공우주과학관과 항공우주박물관도 함께 찾아봐야 할 사천의 명소다. ","","","61","314","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=314","","2026-06-02","2022-12-08","","1931","","","","","","2026-06-01 00:30:00","Y","06","사천시청 문화관광과 055)831-2727","","","17","","","","","","","경남 사천시 곤양면 상정마을길(비봉내마을) 외 "
"384","1371000","추천여행지","대한민국 정책브리핑","밤의 열기 가득한 도시의 야경, 대전 으능정이 문화의 거리","","20140627153605","","","","","으능정이 문화의 거리는 낮보다 화려한 대전의 밤을 경험하는 곳이다. 밤늦은 시간까지 사람들과 불 밝힌 네온사인이 가득하며, 새로운 야간 명소로 자리 잡은 스카이로드는 특별한 도시 야경을 선사한다. 국내 최대 규모를 자랑하는 아케이드형 LED 영상 시설로, 매일 밤 환상적인 영상 쇼가 펼쳐진다. 신비로운 우주 세상에서 순식간에 바다 속 풍경으로 변신을 거듭한다. 맞은편 대흥동 문화의 거리는 옛것과 새것이 어우러진 밤 문화를 엿볼 수 있는 공간이다. 특히 토요일 밤이면 다양한 문화 예술 공연이 펼쳐진다. 보문산전망대와 대동하늘공원은 원거리에서 바라본 도시 야경이 아름다운 곳이다. 색다른 야경 명소로 엑스포다리도 빼놓으면 섭섭하다. 도시의 밤을 만끽한 다음 날은 대전의 근대 역사 문화 풍경을 찾아 떠나보자. 소제동 철도 관사촌과 옛 충청남도청은 대전을 대표하는 근대 역사 문화 공간으로 한번쯤 가볼 만하다.","","","60","303","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=303","","2026-06-02","2022-12-08","","4043","","","","","","2026-06-01 00:30:00","Y","02","대전광역시청 관광산업과 042)270-3971 ","","","06","","","","","","","대전시 중구 중앙로"
"385","1371000","추천여행지","대한민국 정책브리핑","통합 청주시의 저녁 풍경 전망대, 수암골 전망대","","20140627153343","","","","","2014년 7월 1일, 청주시와 청원군을 통합한 청주시가 시작된다. 충북 관광의 중심인 청주시의 새로운 시작과 함께 떠오르는 관광지가 있다. 청주 시가지 일몰과 야경 명소로 손꼽히는 수암골 전망대다. 2007년 충북 예술인들의 공공 미술 프로젝트로 변화가 시작된 수암골은 드라마 〈카인과 아벨〉 〈제빵왕 김탁구〉 〈영광의 재인〉 등의 촬영지로 이름난 곳이다. 여름에는 선선한 산바람이 부는 저녁 무렵 전망대를 찾는 이들이 많다. 주민의 생활을 방해하지 않고 수암골과 청주시의 저녁 풍경을 만끽할 수 있기 때문이다.  청주의 오랜 역사를 살펴볼 수 있는 국립청주박물관과 중앙공원, 청주 용두사지 철당간, 청주 상당산성도 돌아보자. 청주 사람들의 활기를 느낄 수 있는 성안길과 육거리종합시장, 서문시장 등도 재미있다.","","","60","302","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=302","","2026-06-02","2022-12-08","","3384","","","","","","2026-06-01 00:30:00","Y","01","청주시청 문화관광과 043)200-2231","","","12","","","","","","","충북 청주시 상당구 수암로"
"386","1371000","추천여행지","대한민국 정책브리핑","숨겨진 청정 습지에 희귀 동식물이 살다, 화천 민통선 지역","","20140527144715","","","","","화천의 6월은 고요하고 신비로운 녹음의 세상이다. 세인의 발길이 닿지 않은 땅에 숲과 물이 뒤엉키며 생태계의 향연을 만들어낸다. 화천 양의대 습지는 민통선 생태계의 숨은 보고다. 평화의 댐에서 북한강 따라 민간인통제구역(민통선)을 거슬러 오르면 상류에 드넓은 습지가 모습을 드러낸다. 안동철교에서 이어지는 12km 습지대는 반세기 넘게 고스란히 간직돼 수달, 사향노루, 산양 등 천연기념물과 희귀식물이 서식하는 것으로 알려졌다. 물을 마시러 강변에 나선 동물들의 흔적은 낯선 세계에 들어선 듯 감동을 준다. 양의대 습지 하류에는 세계 평화의 종, 비목공원 등이 들어선 평화의 댐이 위치했으며, 북녘 땅을 가깝게 조망할 수 있는 칠성전망대도 화천 민통선 여행의 다른 축을 이룬다. 생태 투어는 ‘숲으로 다리’길과 수달연구센터를 둘러보며 마무리하면 좋다. ","","","59","301","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=301","","2026-06-02","2022-12-08","","2117","","","","","","2026-06-01 00:30:00","Y","14","화천군 종합관광안내소 033)440-2575","","","11","","","","","","","강원도 화천군 화천읍 동촌리"
"387","1371000","추천여행지","대한민국 정책브리핑","모든 이들에게 열린 숲, 보성 제암산자연휴양림","","20140509175959","","","","","초록이 제 빛을 갖추는 5월에는 남녀노소 모두 만족시키는 숲, 전남 보성 제암산자연휴양림으로 여행을 떠나자. 이곳에 무장애 산악 트레킹 코스 ‘더늠길’이 있다. ‘더늠’은 판소리 명창의 으뜸 재주를 일컫는 말로, 이 길이 휴양림의 더늠이란 뜻이다. 휴양림의 능선을 넘나들며 이어지는 5.8km 순환 데크 길은 평균 경사 5~8˚를 유지한다. 덕분에 걸음이 불편한 노인, 휠체어 사용자, 유모차를 사용하는 유아 동반 가족까지 숲을 즐길 수 있다. 대산저수지 옆 수변 관찰 데크 인근에는 젊은 여행자를 위한 모험 시설 공사가 한창이다. 올 7월 완공 예정. 보행 약자를 위한 경사로 설치, 문턱 제거 등 숙소에도 정성이 담겼다. 보성녹차를 체험할 수 있는 백록다원, 율포해변의 바지락회, 벌교의 꼬막정식과 태백산맥문학관, 보성여관 등도 보성 여행의 백미다.","","","58","291","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=291","","2026-06-02","2022-12-08","","2500","","","","","","2026-06-01 00:30:00","Y","12","제암산자연휴양림 061)852-4434 / 보성군청 문화관광과 061)850-5213","","","15","","","","","","","전남 보성군 웅치면 대산길"
"388","1371000","추천여행지","대한민국 정책브리핑","금빛 물결 너머 가슴 푸근한 풍경, 옥천 향수 100리 길","","20140509180058","","","","","〈향수〉의 고장 옥천은 ‘한국 현대 시의 선구자’로 불리는 정지용 시인의 고향이다. 시인의 발자취를 따라가는 향수 100리 길(50.6km)은 정지용 생가∙문학관을 출발해 장계관광지, 안남면, 금강 변, 금강휴게소를 거쳐 생가로 돌아오는 코스다. 자전거 마니아들에게 소문난 코스로, 장계관광지에는 정지용의 시문학을 재해석한 ‘멋진 신세계’가 조성되었다. 안남면을 지날 때는 꼭 둔주봉에 올라보자. 산 아래쪽 금강이 휘돌아 나가는 곳에 한반도 모양으로 형성된 지형을 볼 수 있다. 금강 변을 달리는 길은 향수 100리 코스의 하이라이트다. 잠깐 샛길로 들어선 청마리에서는 마한 시대부터 내려온 제신탑을 볼 수 있다. 금강휴게소에서 잠시 쉬었다가 정지용 생가로 돌아가면 향수 100리 길이 마무리된다. 옥천의 또 다른 명소인 용암사도 방문해보자. 운해 위로 솟아오르는 일출이 비경으로 꼽힌다. ","","","58","292","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=292","","2026-06-02","2022-12-08","","3046","","","","","","2026-06-01 00:30:00","Y","06","옥천군청 문화관광과 043)730-3413","","","12","","","","","","","충북 옥천군 옥천읍 향수길"
"389","1371000","추천여행지","대한민국 정책브리핑","보릿고개 함께한 대표 봄나물, 정선 곤드레","","20140509180301","","","","","산의 봄은 더디지만 향긋하다. 해발 800m 산밭에서 자란 산나물이 시장에 깔리는 5월이야말로 진정한 봄이다. 산나물의 대표 주자는 누가 뭐래도 곤드레다. 보릿고개를 함께한 부드럽고 순한 나물. 곤드레는 밥으로, 국으로, 죽으로 어떻게 먹어도 맛이 좋고, 아무리 먹어도 탈이 나지 않아 기근이 심할 때 농작물 대신 먹었다. 단백질과 칼슘, 비타민이 풍부하고 소화가 잘 되며, 변비 예방에도 좋다. 곤드레밥이 가장 인기 있는데, 된장국이나 장아찌, 무침을 해도 맛있다.  구름 위를 걷는 듯한 아리힐스 스카이워크와 아시아 최장 길이를 자랑하는 짚와이어는 여행자에게 짜릿한 추억을 선물한다. 화암면 그림바위마을에 가면 곳곳에서 수준 높은 작품을 만날 수 있다. 폐광이 문화 예술 공간으로 변신한 삼탄아트마인은 대도시 미술관에 견줘도 좋을 만큼 전시 작품이 빼어나고, 공간 또한 개성적이다. ","","","58","293","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=293","","2026-06-02","2022-12-08","","2125","","","","","","2026-06-01 00:30:00","Y","12","정선군청 관광문화과 033)560-2363","","","11","","","","","","","강원도 정선군 일대"
"390","1371000","추천여행지","대한민국 정책브리핑","꽃향기에 취해 걷고, 봄 햇살에 쉬어 가는 소백산자락길","","20140509180410","","","","","5월의 영주는 꽃향기가 지천이다. 초순에는 사과 꽃이 천지를 하얗게 물들이고, 중순 이후로는 화사한 연분홍 철쭉이 소백산을 천상의 화원으로 만든다. 12자락으로 구성된 ‘소백산자락길’은 지금이 가장 걷기 좋은 때다. 소수서원에서 시작하는 1자락은 영주의 유교 문화를 두루 살펴보고, 트레킹도 즐길 수 있어 가족 여행객에게 인기다. 3자락의 첫 구간인 죽령옛길을 걸은 뒤에는 맛있는 산채비빔밥과 막걸리로 마무리한다. 절제와 균형의 미학으로 칭송받는 천년 고찰 부석사와 연계하여 걷고 싶다면 11자락이 제격이고, 차도를 따라 나 있던 8자락은 최근 안쪽으로 산길을 냈다. 트레킹 뒤에는 소백산풍기온천에서 피로를 풀고 청국장이나 한우구이를 맛보자. 매월 둘째 토요일에 진행되는 ‘자락길 동무삼기’ 프로그램에 참가하면 해설사의 안내를 받을 수 있다. ","","","58","294","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=294","","2026-06-02","2022-12-08","","1492","","","","","","2026-06-01 00:30:00","Y","06","영주시청 관광산업과 054)639-6603","","","16","","","","","","","경북 영주시 일원"
"391","1371000","추천여행지","대한민국 정책브리핑","연둣빛 신록으로 빛나는 숲, 갈모봉산림욕장 ","","20140509180621","","","","","신록, 새로운 초록이 시작되는 때 연둣빛 숲으로 가자. 갈모봉산림욕장은 임야 70여 ha에 편백, 삼나무 등이 울창하다. 산책로를 따라 숲으로 들어 가다보면 편백 조각을 깔아놓은 길도 만난다. 편백 숲의 산림욕대에는 얇은 이불이나 무릎 담요를 덮고 자는 사람도 있다. 1.6km 산책로만 걸어도 괜찮고, 갈모봉 정상까지 가도 좋다. 갈모봉 정상까지 갔다 오는 데 1시간 30분 정도 걸린다. 갈모봉 정상 못미처 여우바위봉으로 가는 길목, 바위전망대에서 바라보는 신록의 바다가 장관이다. 정상에 서면 고성 읍내가 한눈에 들어오고 바다도 보인다. 하일면 학동마을 옛 담장에도 연둣빛 신록이 물들었다. 고성의 역사를 볼 수 있는 고성박물관과 고성 탈박물관에 들러 잠시 숨을 고른 뒤 당항포관광지에서 요트를 탄다. ","","","58","295","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=295","","2026-06-02","2022-12-08","","2001","","","","","","2026-06-01 00:30:00","Y","14","고성군청 문화관광과 055)670-2234 ","","","17","","","","","","","경남 고성군 고성읍 이당리"
