TITLE,ISSUEDDATE,CATEGORY1,CATEGORY2,CATEGORY3,INFORMATION,TEL,OPERATINGTIME,ADDRESS,COORDINATES,RNUM
"원형들","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04558)서울특별시 중구 창경궁로1길 38","N37.56252, E126.996338","7490"
"운멜로","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(16455)경기도 수원시 팔달구 향교로1번길 1","N37.267694, E127.000883","7491"
"욜크","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(26383)강원도 원주시 만대공원길 50","N37.339104, E127.925687","7492"
"월남선생","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(12778)경기도 광주시 역동로 111","N37.399194, E127.253615","7493"
"용우동 수원북문점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-253-9329","","(16270)경기도 수원시 장안구 팔달로259번길 10","N37.289304, E127.013289","7494"
"용우동 에이피엠점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-6388-3388","","(04564)서울특별시 중구 장충단로 253","N37.567487, E127.008079","7495"
"용우동 안양점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-449-3323","","(13992)경기도 안양시 만안구 장내로143번길 27","N37.399056, E126.922606","7496"
"우봉포차","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(05328)서울특별시 강동구 천호대로155길 11","N37.538635, E127.125998","7497"
"워킹 온 더 클라우드","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 있음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-789-5904","11시30분-15시 17시30분-22시,11시30분-15시 17시30분-22시","(07345)서울특별시 영등포구 63로 50","N37.519664, E126.939909","7498"
"웍앤롤","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04564)서울특별시 중구 장충단로 247","N37.566802, E127.007358","7499"
"웍앤박스","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(13610)경기도 성남시 분당구 황새울로116번길 20","N37.370374, E127.112236","7500"
"우사기 라멘","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(31989)충청남도 서산시 호수공원5로 3","N36.775567, E126.447538","7501"
"운남쌀국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(15392)경기도 안산시 단원구 원본로 44","N37.329643, E126.794304","7502"
"우콘카레","2022-10-10","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04784)서울특별시 성동구 성수이로10길 8","N37.539969, E127.056033","7503"
"우즈벡임","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(28643)충청북도 청주시 서원구 1순환로672번길 52","N36.632667, E127.457377","7504"
"우사단전","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04413)서울특별시 용산구 우사단로2길 1","N37.53087, E126.996865","7505"
"욜로타코","2022-10-10","음식점/유흥시설","남미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(54999)전라북도 전주시 완산구 전주객사1길 75","N35.819519, E127.138443","7506"
"욜로","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(52827)경상남도 진주시 가좌안골길10번길 12","N35.153035, E128.106649","7507"
"원플레이트스탠다드키친","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(27387)충청북도 충주시 예성로 151","N36.970513, E127.933148","7508"
"워커힐포레스트","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04964)서울특별시 광진구 아차산로 639","N37.549823, E127.108011","7509"
"워디","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(18137)경기도 오산시 오산로 189-7","N37.143499, E127.067756","7510"
"용우동 양천구청점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2644-9624","","(08093)서울특별시 양천구 목동서로 389","N37.515781, E126.8612","7511"
"웅파이","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(08087)서울특별시 양천구 중앙로32길 61","N37.520078, E126.860292","7512"
"용우동 수원영통점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-273-2520","","(16704)경기도 수원시 영통구 반달로7번길 6","N37.252304, E127.07402","7513"
"웃살","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(05404)서울특별시 강동구 풍성로54길 43","N37.527587, E127.133343","7514"
"웃짜","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-818-3331","","(21926)인천광역시 연수구 벚꽃로 106","N37.41763, E126.677229","7515"
"우스마니아","2022-10-10","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(53228)경상남도 거제시 옥포로 175","N34.890399, E128.691527","7516"
"우스마니아","2022-10-10","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-798-7155","10시-23시,10시-23시","(04405)서울특별시 용산구 우사단로 34","N37.533227, E126.995691","7517"
"우스페흐","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(38133)경상북도 경주시 한빛길10번길 43","N35.854365, E129.205633","7518"
"용우동 부천중앙점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-612-4350","","(14634)경기도 부천시 부일로469번길 41","N37.487816, E126.782664","7519"
"용우동 부천상동B점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-327-5650","","(14544)경기도 부천시 소향로37번길 19","N37.504372, E126.751442","7520"
"웅파이","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(02727)서울특별시 성북구 숭인로 50","N37.609758, E127.027978","7521"
"웅파이","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04015)서울특별시 마포구 망원로2길 62","N37.554247, E126.902506","7522"
"웅파이","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(10392)경기도 고양시 일산서구 주엽로 80","N37.666062, E126.756428","7523"
"용두","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(02562)서울특별시 동대문구 천호대로35길 65","N37.576203, E127.042233","7524"
"우위츠","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(05245)서울특별시 강동구 구천면로15길 32","N37.543113, E127.123452","7525"
"용범양대창","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(06692)서울특별시 서초구 방배천로2안길 23","N37.477987, E126.983747","7526"
"우오보","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04792)서울특별시 성동구 광나루로4길 1-16","N37.54957, E127.054577","7527"
"용우동","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-584-5123","","(35396)대전광역시 서구 정림로 64","N36.306044, E127.365401","7528"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(14912)경기도 시흥시 비둘기공원6길 13","N37.442373, E126.791252","7529"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(13992)경기도 안양시 만안구 장내로149번길 53","N37.400343, E126.922179","7530"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(16979)경기도 용인시 기흥구 강남동로 3","N37.27181, E127.12813","7531"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(06075)서울특별시 강남구 영동대로 722","N37.522446, E127.056466","7532"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(50437)경상남도 밀양시 중앙로 257-2","N35.486285, E128.756046","7533"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(18486)경기도 화성시 동탄대로14길 12-1","N37.184721, E127.102431","7534"
"용우동 대전도마점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-585-4400","","(35294)대전광역시 서구 도솔로296번길 39","N36.334034, E127.382868","7535"
"용우동 대전갈마동점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-522-4470","","(35277)대전광역시 서구 갈마로 66","N36.346528, E127.36922","7536"
"용우동 계양구청점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-555-3988","","(21065)인천광역시 계양구 오조산공원로 22","N37.539626, E126.737274","7537"
"우에노 421","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2299-5596","00시-22시,00시-22시","(04714)서울특별시 성동구 무학봉길 42-1","N37.560355, E127.027477","7538"
"웅쓰","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(10459)경기도 고양시 덕양구 마상로102번길 56","N37.659217, E126.832723","7539"
"웅스키친","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(63109)제주특별자치도 제주시 대동길 17-1","N33.493083, E126.463581","7540"
"웅스키친","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(63355)제주특별자치도 제주시 중산간동로 2250","N33.471729, E126.782958","7541"
"용우동 성남신구점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-734-9254","","(13176)경기도 성남시 중원구 광명로 357","N37.446492, E127.16532","7542"
"용우동 성남대원점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-747-1630","","(13399)경기도 성남시 중원구 희망로 349","N37.437075, E127.158012","7543"
"월남선생","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(10450)경기도 고양시 일산동구 중앙로 1036","N37.643228, E126.789713","7544"
"월남선생","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(24414)강원도 춘천시 퇴계농공로 20","N37.851594, E127.744344","7545"
"월남면반","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(46773)부산광역시 강서구 명지국제6로302번길 19-3","N35.102436, E128.92574","7546"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(55319)전라북도 완주군 둔산1로 116","N35.961545, E127.122202","7547"
"우즈백식당","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(18258)경기도 화성시 남양시장로 85","N37.210025, E126.818482","7548"
"우주파","2022-10-10","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","11시-23시,11시-23시","(63167)제주특별자치도 제주시 탑동로 81","N33.517688, E126.51673","7549"
"우시","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(51751)경상남도 창원시 마산합포구 월영동1길 6","N35.180192, E128.558925","7550"
"우사촌 성대점","2022-10-10","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 있음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-297-9277","","(16362)경기도 수원시 장안구 화산로233번길 59","N37.297195, E126.970218","7551"
"월곡무까타","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(62333)광주광역시 광산구 목련로 95","N35.172338, E126.808187","7552"
"월광주택","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(48114)부산광역시 해운대구 좌동순환로433번길 9","N35.161412, E129.174581","7553"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04313)서울특별시 용산구 청파로47길 59","N37.544724, E126.9671","7554"
"월남국수","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(06910)서울특별시 동작구 흑석로 81","N37.507073, E126.958633","7555"
"용우동 삼산점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-513-6043","","(21318)인천광역시 부평구 부평북로 408","N37.522308, E126.73894","7556"
"용우동 분당수내점","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-717-0444","","(13546)경기도 성남시 분당구 모두마니로 91-7","N37.376256, E127.059458","7557"
"용경향","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-743-9280","","(22382)인천광역시 중구 공항로424번길 66","N37.438797, E126.462119","7558"
"우주키친","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(30016)세종특별자치시  섭골길 34","N36.614314, E127.289515","7559"
"우주벡할랄식당","2022-10-10","음식점/유흥시설","아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(28595)충청북도 청주시 흥덕구 신율로 178","N36.633393, E127.447585","7560"
"우정일식","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-761-3230","","(22313)인천광역시 중구 제물량로 203-1","N37.471292, E126.621494","7561"
"용궁","2022-10-10","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-639-5900","","(34558)대전광역시 동구 홍도로 5-1","N36.346796, E127.430272","7562"
"용돈","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(11695)경기도 의정부시 행복로 26","N37.740761, E127.049541","7563"
"우용에프앤비","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(08391)서울특별시 구로구 디지털로32나길 12","N37.483626, E126.900322","7564"
"셰프데일리","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(28318)충청북도 청주시 청원구 주성로279번길 8","N36.670646, E127.497498","7565"
"셰프데일리","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(21344)인천광역시 부평구 길주로 623","N37.508042, E126.732004","7566"
"샬리마르","2022-10-10","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","052-233-0533","","(44108)울산광역시 동구 남진길 90","N35.47935, E129.414517","7567"
"샬리마레스토랑","2022-10-10","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(44068)울산광역시 동구 방어진순환도로 621","N35.497222, E129.427516","7568"
"솔트앤펩","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(16455)경기도 수원시 팔달구 매산로 11","N37.26741, E127.002819","7569"
"숲으로간물고기","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04056)서울특별시 마포구 신촌로 48","N37.556836, E126.931337","7570"
"쉐 조세피나","2022-10-10","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3288-3700","11시30분-22시,토-일 11시-22시","(06141)서울특별시 강남구 테헤란로 201","N37.501311, E127.037178","7571"
